Trips_outliers.id
4363
4193
4190
4225
4663
4532
4521
5069
4505
5218
5716
5717
5241
5537
5253
5531
6131
6098
6091
5115
5114
5250
5249
5508
5506
5167
5166
5640
5638
6003
5380
5222
5120
5113
5182
6412
6178
6462
5493
6282
7081
7079
7021
7016
6877
6876
6828
7110
7106
6806
6821
7005
6756
7085
7084
6748
6654
6741
7015
6798
6796
6769
6771
6968
6966
6752
6745
6867
6864
7182
7179
6906
7178
6824
6679
6656
6822
7434
7437
7424
7180
6633
6631
7208
7044
7466
7495
7497
7499
7501
7503
7521
7529
7550
7551
7553
7569
7579
7624
7625
7630
7639
7645
7647
7655
7686
7692
7735
7767
7799
7805
7832
7849
7851
7862
7948
7956
8085
8197
8204
8373
8391
8438
8445
8446
8532
8583
8587
8589
8591
8624
8627
8755
8813
8821
8830
8850
8851
8859
8938
9158
9252
9446
9505
9508
9565
9630
9631
9679
9682
9723
9780
9781
9784
9858
9880
9939
9940
10241
10250
10373
10377
10394
10401
10460
10461
10462
10464
10716
10720
10906
10921
11022
11061
11159
11178
11298
11304
11449
11537
11544
11552
11666
11721
11724
11772
11793
11989
11990
12270
12278
12323
12324
12362
12449
12505
12548
12595
12987
12989
13037
13055
13240
13242
13266
13272
13290
13297
13299
13300
13320
13322
13344
13345
13395
13396
13415
13431
13527
13591
13664
13665
14005
14177
14179
14215
14216
14250
14253
14296
14329
14373
14388
14399
14400
14402
14412
14417
14429
14473
14524
14527
14535
14562
14579
14596
14760
14765
14768
14769
14774
14909
14929
14991
15333
15334
15376
15377
15392
15393
15454
15458
16084
16102
16452
16516
16522
16524
16736
16820
16821
17014
17130
17497
17553
17554
17718
17719
17929
18261
18609
18612
18643
18811
18812
18926
18966
19039
19041
19042
19086
19423
19434
19435
19585
19597
19705
19719
20077
20082
20084
20085
20164
20168
20244
20343
20346
20379
20447
20459
20506
20523
20608
20909
21019
21020
21031
21059
21060
21097
21098
21152
21153
21161
21165
21170
21179
21229
21231
21245
21246
21254
21255
21344
21398
21417
21431
21440
21442
21476
21488
21503
21505
21607
21609
21760
21804
21917
21920
21948
21976
21977
22029
22056
22065
22088
22089
22095
22097
22099
22100
22110
22112
22125
22160
22205
22213
22215
22223
22225
22260
22264
22272
22325
23046
23089
23134
23135
23149
23197
23203
23343
23605
23889
23890
23895
24256
24258
24299
24304
24305
24380
24381
24401
24402
24405
24416
24418
24424
24427
24750
24806
24820
25236
25874
26075
26291
26539
26585
27337
27342
27346
27475
27848
27861
28376
28688
28896
29412
29424
29463
29519
29734
29821
29888
30167
30168
30169
30189
30244
30245
30248
30250
30294
30310
30326
30331
30337
30342
30345
30350
30365
30367
30432
30546
30581
30586
30646
30654
30662
30698
30703
30706
30738
30740
30876
30877
30958
30960
30979
30980
30981
31122
31215
31340
31460
31503
31504
31536
31559
31690
32103
32121
32172
32361
32763
32908
33020
33163
33448
33754
34096
34098
34111
34112
34126
34226
34300
34307
34316
34318
34516
34518
34744
34745
34759
34763
35216
35538
35564
35633
35826
35918
35994
35995
36367
36617
36745
36965
36971
37017
37019
37020
37025
37027
37144
37349
37356
37442
37444
37566
37602
38067
38121
38132
38155
38190
38198
38242
38264
38298
38418
38443
38444
38508
38509
38767
38930
38998
39004
39023
39040
39043
39079
39084
39289
39625
39954
40138
40141
40238
40251
40252
40867
40940
40941
40944
41407
41408
41974
42031
42162
42285
