Trips_outliers3.id
139587
139588
139589
139591
139592
139647
139773
140014
140808
141308
141477
141480
141496
141497
141531
141698
142229
142388
142389
142520
142787
143092
143738
143742
143765
144045
144347
144532
146345
146346
146988
147194
147720
147927
148088
149242
149961
149962
150269
150272
150316
150410
150411
150842
151101
151290
152007
152848
153859
154019
156014
156339
157474
157615
157892
157940
157988
158017
158021
158264
158313
158322
158556
158615
158900
158932
159234
159252
159258
159268
159883
160258
160297
161243
162318
162631
164419
165429
165579
165690
165883
165897
165979
166010
167907
168186
168284
168338
168343
168369
168536
171066
171099
171382
172049
172199
172361
172949
172950
173186
173351
173572
174097
174956
175631
175632
175757
175975
176087
176090
176257
176260
176781
176827
176828
176836
177671
177672
178126
178881
178943
179434
180212
180917
181653
181662
181665
181980
182620
183184
183944
184172
184595
184601
184608
185025
185026
185214
185557
185781
186421
186547
186844
187216
187785
187790
187894
187954
188890
189239
189252
189261
189310
190012
190046
190263
191168
191172
191834
191846
192536
192537
192688
192718
192719
192795
192800
193064
193186
193222
193223
193470
193897
193981
193985
194111
194252
194257
194727
195403
195488
195489
195492
195493
195684
196172
197162
197426
197431
197451
197840
198461
198469
198703
198774
432713
432674
432572
432571
432360
432357
432324
432318
432317
432146
432144
432143
432086
432035
431961
431958
431920
431918
431883
431881
431875
430940
430571
430565
430436
430426
430012
430007
430006
430005
428960
428950
428199
428044
427314
427235
426258
426251
426248
424302
424287
424148
424137
423938
422298
422209
422027
421923
421888
421877
421874
421834
421810
421809
421807
421643
421552
421551
421465
421439
421411
421320
421319
421286
421272
421265
421219
421121
420972
420656
420492
420490
420166
420159
420157
419584
419548
419484
418400
417776
417775
417765
417740
417258
416654
416029
415997
415988
415376
414438
414303
414096
413346
413162
413161
413139
413138
412402
412391
412352
412115
411975
411974
411793
411612
411435
411433
411431
411401
411400
411345
411311
411272
410383
410380
409614
408868
408866
408795
408683
405469
404913
404211
403086
403083
402971
402371
401922
401920
401839
401837
401788
401786
401740
401303
401277
401276
400273
400131
400130
399975
399953
399952
399258
399131
399128
398677
398673
398343
395846
395845
394791
394789
394757
393921
393287
393286
393139
392838
391923
391920
391877
391856
391272
390425
390176
390175
389571
389511
388597
388590
388587
388526
388092
387767
386688
386687
386650
386649
386579
386555
386553
385717
385659
385270
384774
384235
383997
383014
382182
382143
382009
381962
381934
381862
381861
381813
381812
381810
381636
381446
381408
381407
381194
381192
381110
381109
381021
380964
380898
380245
380244
380159
380110
380012
379931
378981
378426
378419
376795
376247
376078
375031
372472
372471
371663
371559
371548
371547
371438
371419
371418
371410
371409
371358
371190
371050
370901
370824
370823
370788
370786
370472
370089
370065
369709
369708
369138
368342
367261
366931
364842
364841
364386
364385
362311
362307
361676
361558
361381
361367
361321
361306
361281
361280
361244
361243
360993
360925
360920
360916
360845
360844
360813
360688
360101
360100
359329
358796
357447
357444
357274
357007
356205
355966
355960
355492
354591
354151
352967
352964
351886
351884
351408
351406
351400
351371
351360
351340
351336
351333
351224
351202
350919
350918
350917
350907
350834
350817
350810
350808
350807
350756
350754
350750
350748
349801
349685
349682
349308
349294
349293
349245
348964
348176
348173
348171
347578
347392
346638
346636
346634
346204
346181
346171
345640
345637
345118
345111
344189
344146
344015
343842
343798
343759
343756
343374
343366
343364
343286
343282
343281
343276
343274
343270
343269
343197
343189
343188
343100
343017
342947
342831
342776
342626
342065
342064
340725
340668
340662
340527
340424
340423
340419
340418
339781
339750
339576
339161
337271
337269
337268
337153
336330
335686
335473
334673
334655
334654
334598
334588
334474
334467
334218
334213
333779
333740
333695
333591
333590
333342
332552
331894
331592
331159
330119
329561
329530
329362
329361
329208
329185
328685
328278
327638
326935
326934
326846
326844
324859
324610
324581
324571
324409
324408
324406
324403
324320
324249
324215
323814
323809
323594
323103
323101
322328
321788
321593
321380
320875
320157
320155
319604
319103
318747
318260
318259
316445
316443
315480
315274
315273
315215
315204
315104
315055
315049
314899
314795
314706
314636
314332
314191
313771
313769
313737
313736
312894
312200
312198
312197
312065
311407
311114
310800
310620
310495
310488
310442
310264
309534
309095
308750
308749
308746
308745
308707
308562
308115
307863
307861
307595
307538
306863
306857
306384
306206
306031
306024
305877
305869
305864
305745
305744
305693
305669
305571
305567
305374
305114
305110
305086
305075
305074
305030
305026
305025
305024
304721
303590
303589
303570
302937
302009
301273
301213
300977
300974
300917
300900
300869
300351
300255
299961
299432
298708
298707
298706
298659
298294
297967
297934
297770
297729
297669
297668
297667
297423
297421
297415
297409
297407
297403
297369
297350
297347
297338
297310
297309
297173
297041
297040
296863
296862
296848
295215
294309
294305
292859
292853
292701
288863
288860
288858
288688
288576
288572
288571
288398
288397
288395
288358
288354
288353
288331
288326
288324
288210
288209
288136
288013
288010
288007
287997
287993
287992
287989
287537
287522
287518
287320
287310
286968
286966
286950
286948
286581
286377
286376
286040
285861
285840
284683
284568
284287
283934
283602
283451
281866
281699
281682
280675
280674
279660
279568
279567
279566
279565
279483
279381
279335
279297
279296
278611
278168
278130
278124
278123
277951
277949
277909
277908
277637
276878
275500
274135
273930
273546
273541
273540
272922
272018
271912
271049
270984
270951
270950
270863
270862
270432
270431
269487
269213
269209
268911
268549
267878
267877
267829
267827
265754
265226
264125
262607
262606
262605
262581
262436
262383
262015
261773
261730
261652
261557
261549
261533
260231
259771
259376
258718
258717
258706
258674
258578
257208
256927
255941
255050
254919
254917
254896
254894
254892
254882
254856
254851
254838
254833
254827
254825
254824
254821
254796
254792
254788
254408
254400
254372
254370
254301
254163
254162
254093
253754
253753
253738
253736
253487
253477
253476
253470
253382
252841
251908
251906
251544
251379
250751
249115
248638
248273
247290
246797
246590
246557
246469
246208
246187
245977
244915
244905
244897
244896
244441
243981
243751
243750
243340
243267
243097
242579
238764
238288
238230
238222
238131
238130
238013
237986
237985
237947
237946
237943
237942
237931
237897
237567
237563
237549
237535
237454
237421
237419
237415
237322
237320
237142
237082
235165
235163
233863
233747
232316
231738
231630
231244
231241
231143
230986
230983
230931
230877
229733
229485
229389
226941
225483
224542
224338
224337
224335
224334
224181
224180
224055
224047
223947
223945
223855
223719
223663
223662
223520
222938
222930
222914
222632
222630
222629
222424
222423
222321
222152
221213
219474
219128
216898
216897
216891
216889
215835
215829
215697
215695
215647
215646
215640
215635
215613
215543
215474
215473
215469
215463
215164
215081
215080
215078
215074
215073
215071
215064
214975
214909
214908
213054
211181
211100
211098
210898
210189
209547
209506
209505
208887
208677
207344
207078
206875
206793
206479
206440
206378
206373
206274
206272
206270
206125
205307
205303
205302
205301
205299
205298
204448
204105
204104
203187
202429
202426
201696
200580
199949
199553
199336
199087
199002
199001
198998
198997
198992
198957
588586
588457
588368
588367
588366
587978
587972
587971
587970
587966
587451
587208
587207
586616
586305
586304
586284
586177
585920
585919
585842
585823
585820
585817
585809
585808
584269
584268
584222
584221
583270
583269
583008
583005
582746
582448
582447
582182
582110
581747
581746
581744
581676
581053
580336
580333
578923
578905
578855
578833
578707
578687
578668
578618
578599
578569
578557
578500
578481
578473
578472
578460
578444
578384
578364
578362
578357
578351
578273
578223
578220
578219
578214
578189
578136
578020
577998
577917
577893
577739
577694
577688
577678
577676
577656
577649
577638
577602
577487
577472
577462
577452
577411
577404
577393
577385
577381
577379
577331
577281
577256
577218
577140
577103
577080
577077
577039
576968
576816
576795
576794
576770
576732
576708
576695
576536
576527
576522
576510
576481
576402
576397
576384
576365
576319
576284
576281
576270
576266
576261
576236
576161
576094
576087
576064
575994
575993
575983
575925
575769
575759
575758
575675
575614
575456
575379
575371
575369
575321
575211
575181
575166
575086
575059
575049
575045
574994
574988
574951
574947
574945
574890
574869
574858
574781
574778
574742
574666
574664
574604
574451
574434
574409
574390
574386
574359
574308
574307
574300
574292
574216
574198
573830
573146
572150
570716
570543
570190
569096
568733
568649
568648
568511
568510
568474
568313
567934
567930
567719
566610
566607
566584
566582
562864
560729
560304
560258
560182
560115
559980
559567
558850
557956
557933
557931
557927
557887
557078
557073
554783
554734
554733
554507
554506
552095
550442
548389
546405
546185
545979
545978
545918
545860
545858
545768
541466
541252
539495
536793
536615
536614
536525
536524
536215
535995
535993
