cancelled_trips.id
4576
4607
4130
4251
4927
4563
4760
4965
4557
4749
4242
4329
4417
4265
4550
5070
4378
4069
4086
6115
5157
5872
5483
6457
5767
6393
5947
6266
7416
7250
7403
7226
7375
7415
7317
6717
7343
7362
7457
7465
7481
7482
8354
8576
8617
8651
8731
8968
9083
9086
9126
9369
9380
9402
9436
9444
9451
9463
9564
9566
9642
10053
10074
10093
10118
10218
10255
10641
10750
10989
11199
11241
11661
11778
11847
11888
12073
12161
12281
12355
12766
12855
12883
12921
13029
13039
13323
13458
13595
13646
13748
13761
13825
13860
13946
14091
14408
14644
14761
14762
14928
14932
14933
14948
14949
14988
15065
15084
15232
15484
15487
16329
16663
16972
16983
16991
17163
17176
17268
17436
17730
17865
17980
18552
18792
19032
19076
19129
19343
19384
19608
19977
20147
20271
20356
21061
21070
21083
21094
21202
21285
21318
21337
21406
21471
21740
21766
21849
21884
21905
21909
21936
22044
22126
22150
22675
22689
23166
23176
23233
23437
23640
24056
24262
24466
24919
24927
24961
25241
25280
25334
25615
25794
25798
25806
25808
25812
25829
25831
26506
26599
27274
27481
27706
28176
28505
28578
28812
28828
28902
29176
29181
29470
29601
29629
30179
30699
30705
30850
30963
30974
31310
31552
31561
31810
31995
32159
32222
32356
32760
33088
33634
33746
34006
34022
35242
35584
35974
36004
36078
36169
36249
36922
37219
37220
37221
37415
38192
38451
38653
38743
39117
39136
39255
39336
39471
39610
40096
41064
41365
41712
41861
42025
42287
42702
42890
44360
44492
44910
44926
44954
44997
45636
46008
46057
46080
46215
46216
46687
46742
46750
47026
47340
47425
47526
47527
47554
47628
47656
47855
47880
47925
48296
48733
48782
48835
49063
49830
50125
50246
50456
50720
51633
51634
52678
52965
52969
53041
53359
53886
54121
54403
54521
54896
55275
55442
55763
55855
55931
55974
56328
56370
56589
56669
57553
57581
57657
57900
57941
58046
58584
59024
59181
59240
59273
59755
59772
60156
60277
60599
61183
62727
62853
62993
63023
63451
63766
64292
64372
64439
64504
65071
65130
65178
65230
65337
65359
65519
65533
65666
65840
66222
66415
66724
66965
67251
67379
67941
67992
68164
69081
69285
70034
70291
70447
70460
71069
71124
71275
71983
72452
72757
72885
72984
73105
73169
74354
74528
74607
75410
76303
76333
76681
77024
77118
77650
77858
81107
81474
81485
81829
83244
83430
83510
84263
84341
85063
85643
86578
87012
87050
87129
87257
88388
89592
89954
89958
90479
90696
90729
90748
90783
90818
90983
91149
91206
91832
92951
93998
94602
95564
96069
96125
96260
96423
96793
96797
96915
97676
98351
98494
98543
98590
98620
98783
99091
100171
100248
100251
100647
100705
101141
101248
101368
102599
104022
104123
104829
105366
105373
105960
106076
106268
106273
106492
107068
107615
107654
108267
108468
109110
109842
109978
110072
110247
110291
110310
110311
110404
110595
111653
111719
111730
111736
111933
112123
113335
113967
115490
116111
116421
116573
118085
118188
118306
119001
120361
122437
122928
123335
123351
123371
123785
124033
124183
124241
124918
124943
125565
125638
125973
126132
126617
126845
127132
127666
127696
127919
128330
128828
129033
129146
129650
129901
130219
130417
130423
130687
131210
131373
131662
131762
131842
131858
131904
132133
132809
132840
132942
133218
133318
133381
133617
134417
134539
134651
135203
135542
135543
135656
135749
135980
136099
136194
136288
136925
136949
137023
137084
137113
137481
137787
137888
138204
138276
138396
138397
138465
138726
138998
139096
139135
139175
139945
139967
140179
140429
140484
140715
140734
141227
141388
142332
143075
143707
144838
145292
146812
147756
147842
148495
148593
148609
150138
150244
151208
151489
151958
153060
153181
153206
153280
154409
154445
155376
155643
155761
156239
156344
157057
157297
157594
157847
157986
158111
158872
159323
159739
160325
160479
160856
160925
161966
162375
162797
163324
163932
164656
164657
164720
165284
165305
165599
165696
166129
169232
169559
169578
169778
169902
170269
170510
170547
171346
171508
171804
171822
172777
172816
172914
173120
173131
174470
175373
175484
175725
176175
176920
177630
178595
178626
178766
178887
178901
179528
182355
182906
183794
184113
184316
184703
185232
185480
185714
185761
185802
185899
186437
186779
186884
186999
187141
188209
188339
189973
190379
191927
192405
192613
192695
192705
192774
192886
193025
193114
193120
193362
193374
193477
193638
194285
196859
196913
197796
